Slovoforma,lemma,part_of_speech,letters_in_slovoforma,slogi_slovoforma,rang_frequency_NKRIA,IA_DWELL_TIME_%,IA_AVERAGE_FIX_PUPIL_SIZE,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_RUN_FIXATION_%,IA_REGRESSION_IN,IA_REGRESSION_OUT,IA_REGRESSION_PATH_DURATION,TRIAL_FIXATION_COUNT,sex,grade
лед,S,5,1,476,3,0.0167,1043,234,2916,0,0.0192,0,0,396,52,f,2
собака,собака,S,6,3,5,0.0064,869,234,8318,0,0.0082,0,0,234,122,f,2
вовсе,вовсе,ADV,5,2,5,0.1362,1300,235,97,1,0.1667,0,1,1725,6,m,1
сельском,сельский,A,8,2,3,0.0148,1334,120,10608,0,0.012,1,0,120,83,f,3
ешь,есть,V,3,1,3,0.0158,1049,236,11234,1,0.0172,0,0,236,58,f,2
георгины,георгин,S,8,4,1,0.0142,1024,236,15276,1,0.0152,0,0,236,66,f,3
было,быть,V,4,2,5,0.0088,1225,236,19262,0,0.011,0,0,236,91,f,2
собака,собака,S,6,3,5,0.0088,1440,236,27466,1,0.011,0,0,236,91,f,2
собака,собака,S,6,3,5,0.0113,1192,236,21536,1,0.0132,0,0,236,76,m,1
пёс,пёс,S,3,1,3,0.0101,2397,238,26612,0,0.0108,0,0,238,93,f,3
метко,метко,ADV,5,2,3,0.0051,1213,238,6444,0,0.0061,1,0,238,165,f,2
там,там,P,3,1,5,0.0057,1115,238,13058,1,0.0091,0,0,238,110,f,1
хватается,хвататься,V,9,4,2,0.0096,1311.5,132,24684,0,0.0174,0,0,240,115,m,1
бывал,быть,V,5,2,4,0.0045,584,240,9502,0,0.0054,0,0,240,185,f,2
бывал,быть,V,5,2,4,0.0077,1583,240,9298,0,0.0081,0,0,240,124,f,3
хозяйстве,хозяйство,S,9,3,4,0.0052,1817,240,33292,0,0.0068,1,0,240,147,f,1
собака,собака,S,6,3,5,0.0125,1165,240,5656,0,0.0141,0,0,240,71,f,2
реку,река,S,4,2,4,0.0066,915,240,3568,0,0.0082,0,0,240,122,f,2
лед,S,5,1,476,3,0.0141,1190,242,5950,0,0.013,0,0,242,77,f,2
траве,трава,S,5,2,4,0.0245,945,242,698,0,0.0312,1,0,242,32,f,2
бывал,быть,V,5,2,4,0.0117,1196,244,3700,1,0.0116,0,0,244,86,f,3
сиди,сидеть,V,4,2,3,0.0123,1072,244,13986,0,0.0114,0,0,244,88,f,2
гоняет,гонять,V,6,3,1,0.0123,955,244,26606,1,0.0114,0,0,244,88,f,2
трактор,трактор,S,7,2,3,0.0107,963,244,2958,0,0.011,0,0,422,91,f,3
жук,жук,S,3,1,3,0.0123,948,244,4758,0,0.012,0,0,244,83,m,2
молодые,молодой,A,7,4,5,0.0177,1443,244,9890,1,0.0147,0,0,244,68,f,3
августе,август,S,7,3,4,0.0132,1465,244,15012,1,0.013,0,0,244,77,m,3
сразу,сразу,ADV,5,2,4,0.0041,1494,134,52712,1,0.0041,1,0,134,244,f,1
может,может,PART,5,2,4,0.0104,2156,246,20526,1,0.0108,0,0,246,93,f,3
буратино,буратино,S,8,4,2,0.0162,1271,246,460,0,0.0141,1,0,246,71,f,3
назвал,назвать,V,7,2,5,0.013,1060,246,2370,0,0.011,0,0,246,91,f,2
хозяйстве,хозяйство,S,9,3,4,0.0121,1027,246,13502,0,0.0119,0,0,246,84,f,3
она,она,P,3,1,5,0.0169,1399,246,10938,1,0.0164,0,0,246,61,f,3
похожа,похожий,A,6,3,4,0.0217,2230,248,9620,1,0.0227,0,0,248,44,f,3
себя,себя,P,4,2,5,0.0093,1069,248,7312,0,0.011,0,0,248,91,f,2
шла,идти,V,3,1,5,0.0072,1304,248,1312,0,0.0092,0,0,248,109,m,2
себя,себя,P,4,2,5,0.0119,1209,248,5990,0,0.0132,0,0,248,76,m,1
может,может,PART,5,2,4,0.0126,1075,250,17604,1,0.0114,0,0,250,88,f,2
летом,летом,ADV,5,2,5,0.0133,1969,250,8092,0,0.0123,0,0,410,81,m,3
летом,летом,ADV,5,2,5,0.0097,871,250,5354,0,0.0097,0,0,250,103,f,3
все,все,P,3,1,5,0.006,1326,250,21022,0,0.0065,1,0,250,154,f,3
медведя,медведь,S,7,3,4,0.0136,908,250,3044,0,0.0128,0,0,250,78,f,3
так,так,P,3,1,5,0.0177,1027,250,9886,0,0.0139,1,0,250,72,m,2
через,через,PR,5,2,5,0.0179,1043,250,1402,0,0.0192,0,0,624,52,f,2
несёт,нести,V,5,2,4,0.013,1113,250,9304,0,0.0141,0,0,250,71,f,2
там,там,P,3,1,5,0.012,1213,250,7606,0,0.0132,0,0,250,76,m,1
мясо,мясо,S,4,2,4,0.013,1425,250,9924,0,0.0127,0,0,250,79,f,1
сел,садиться,V,3,1,4,0.0121,1113,252,976,1,0.0116,0,0,252,86,f,3
пёс,пёс,S,3,1,3,0.0065,1325,252,43578,1,0.0069,0,0,252,145,m,3
бывал,быть,V,5,2,4,0.0086,1222,252,4168,0,0.0088,0,0,252,114,m,1
хозяйстве,хозяйство,S,9,3,4,0.0111,972,252,11256,0,0.011,0,0,252,91,f,3
зубах,зуб,S,5,2,4,0.0095,1179,102,6126,0,0.0088,1,0,102,113,f,1
пёс,пёс,S,3,1,3,0.0076,876,254,35912,1,0.0072,0,0,254,138,m,2
детей,ребенок,S,5,2,4,0.0063,1311,254,21428,0,0.0058,0,0,254,172,f,1
работы,работа,S,6,3,5,0.0054,1408,254,27132,1,0.0058,0,0,254,172,f,1
жители,житель,S,6,2,5,0.0154,2732,254,548,0,0.0156,1,0,254,64,m,3
устройств,устройство,S,9,2,3,0.0222,2270,254,4758,0,0.0227,0,0,254,44,f,3
что,что,CON,3,1,5,0.0095,1055,254,8994,0,0.011,0,0,254,91,f,2
себя,себя,P,4,2,5,0.0135,2245,254,6524,0,0.0128,0,0,254,78,f,3
пёс,пёс,S,3,1,3,0.0123,1656,256,22018,0,0.0116,0,0,256,86,f,3
сиди,сидеть,V,4,2,3,0.0123,1286,256,15326,1,0.0111,0,0,256,90,m,3
все,все,P,3,1,5,0.0113,988,256,8502,0,0.011,0,0,256,91,f,3
так,так,ADV,3,1,5,0.035,845,256,2118,0,0.037,0,0,256,27,f,2
белая,белый,A,5,3,4,0.0061,1748,256,45362,1,0.0069,0,0,256,145,f,1
когда,когда,ADV,5,2,5,0.0182,1026,256,4424,0,0.0139,0,0,256,72,m,2
собаки,собака,S,6,3,5,0.0183,1228,256,10634,0,0.0154,0,0,256,65,f,3
что,что,CON,3,1,5,0.0047,1158,256,13154,0,0.006,0,0,256,168,f,1
собака,собака,S,6,3,5,0.0054,682.5,112,50856,1,0.0054,0,1,860,185,f,1
горшок,горшок,S,6,2,2,0.0104,1062,258,2460,0,0.0098,0,0,258,102,f,3
все,все,P,3,1,5,0.0122,1173,258,11798,1,0.0137,0,0,258,73,m,1
нём,он,P,3,1,5,0.0101,1823,258,25580,1,0.0105,0,0,258,95,f,2
собака,собака,S,6,3,5,0.0184,1038,258,14746,1,0.0192,0,0,258,52,f,2
собаки,собака,S,6,3,5,0.0135,1191,132,13200,1,0.0141,0,1,952,71,f,2
ешь,есть,V,3,1,3,0.0125,1602,260,14746,0,0.0116,0,0,260,86,f,3
ребенок,ребенок,S,7,3,4,0.0154,545,260,14890,1,0.0149,0,0,260,67,f,2
стальной,стальной,A,9,2,3,0.0138,1066,260,500,0,0.011,1,0,260,91,f,2
мальчики,мальчик,S,8,3,4,0.0188,1361,260,3036,1,0.0147,0,0,260,68,f,3
воде,вода,S,4,2,5,0.0042,780,260,12958,0,0.0044,0,0,260,226,f,3
бросила,бросать,V,7,3,4,0.0188,1262,114,5854,0,0.0154,0,0,2500,65,f,3
щёки,щека,S,4,2,3,0.0126,1428,262,4746,0,0.0111,0,0,262,90,m,3
летом,летом,ADV,5,2,5,0.0126,1476,262,6716,0,0.0111,0,0,408,90,m,3
сел,садиться,V,3,1,4,0.0102,892,262,960,0,0.0097,0,0,262,103,f,3
одно,один,NUM,4,2,5,0.0156,1151,262,4656,0,0.0169,0,0,262,59,f,2
называется,называться,V,10,5,5,0.0254,1026,262,6804,0,0.025,0,0,262,40,f,2
белые,белый,A,5,3,5,0.0151,948,262,18160,0,0.0137,1,0,262,73,f,3
там,там,P,3,1,5,0.0187,1005,262,6166,0,0.0192,0,0,262,52,f,2
весной,весна,ADV,6,2,5,0.0191,1337.5,112,356,1,0.0294,0,0,264,68,f,3
называется,называться,V,10,5,5,0.0187,1019.5,130,9732,0,0.0139,0,0,706,72,m,2
лед,S,5,1,476,3,0.0144,930,264,5542,0,0.0128,0,0,264,78,f,3
белые,белый,A,5,3,5,0.0158,1088,264,17672,1,0.0132,0,0,264,76,f,2
растения,растение,S,8,4,4,0.0193,1406,152,10162,1,0.0294,0,0,266,68,f,3
мясо,мясо,S,4,2,4,0.0099,1261.5,160,16556,1,0.0088,0,1,420,113,f,1
так,так,ADV,3,1,5,0.0141,1100,266,1334,0,0.011,0,0,266,91,f,2
умка,умка,S,4,2,1,0.007,1382,266,9842,0,0.0072,0,0,266,139,f,1
своё,свой,A,4,2,5,0.01,1231.5,114,15766,1,0.0088,1,1,672,113,f,1
горшок,горшок,S,6,2,2,0.018,917,268,1284,0,0.0172,0,0,444,58,f,2
может,может,PART,5,2,4,0.018,1012,268,12544,0,0.0172,0,0,268,58,f,2
горшок,горшок,S,6,2,2,0.0104,925,268,1980,0,0.0097,0,0,268,103,f,3
все,все,P,3,1,5,0.0132,897,268,11340,0,0.0119,0,0,268,84,f,3
конь,конь,S,4,1,4,0.0102,1535,268,1720,0,0.0095,0,0,268,105,m,1
возмущала,возмущать,V,9,4,1,0.0177,1445,270,11288,0,0.0141,0,0,270,71,f,3
шуба,шуба,S,4,2,3,0.0127,1342,270,22832,1,0.0137,0,0,270,73,m,1
себя,себя,P,4,2,5,0.0101,1225,270,9990,0,0.0088,0,0,270,113,f,1
хватается,хвататься,V,9,4,2,0.0179,1452,272,21264,1,0.0141,0,1,424,71,f,3
шла,идти,V,3,1,5,0.0144,1900,272,894,0,0.0128,0,0,272,78,f,3
собака,собака,S,6,3,5,0.0195,1228,272,4518,0,0.0154,0,0,272,65,f,3
трактором,трактор,S,9,3,2,0.0172,1506,128,17812,1,0.0241,0,0,274,83,f,3
чернильницу,чернильница,S,11,4,2,0.0132,1483,274,20744,1,0.0111,0,0,274,90,m,3
разве,разве,PART,5,2,4,0.0107,901,274,8624,0,0.0097,0,0,274,103,f,3
бывал,быть,V,5,2,4,0.0046,1304,274,7588,0,0.0065,0,0,274,153,m,1
летом,лето,ADV,5,2,5,0.0209,1463,274,14096,1,0.0159,0,0,274,63,f,3
бросила,бросать,V,7,3,4,0.0102,1202,274,12642,0,0.011,1,0,274,91,f,2
при,при,PR,3,1,5,0.005,1628.5,124,42904,0,0.0045,1,0,276,221,f,1
трактор,трактор,S,7,2,3,0.0122,1037.5,126,4662,0,0.022,0,0,276,91,f,3
зубах,зуб,S,5,2,4,0.0133,1266,148,4202,0,0.0263,0,0,276,76,m,1
детей,ребенок,S,5,2,4,0.0132,1326,276,8940,1,0.0116,0,0,276,86,f,3
трактор,трактор,S,7,2,3,0.0105,1348,276,7426,0,0.0095,0,0,276,105,m,1
заходит,заходить,V,7,3,4,0.018,628,276,6550,0,0.0161,0,0,276,62,f,2
девочки,девочка,S,7,3,5,0.02,1277,276,758,1,0.0147,0,0,276,68,f,3
белая,белый,A,5,3,4,0.0143,1152,138,21072,1,0.0303,0,0,278,66,f,3
когда,когда,ADV,5,2,5,0.0166,1245,278,2902,0,0.0169,0,0,278,59,f,2
мальчики,мальчик,S,8,3,4,0.0168,987,278,3672,0,0.0152,0,0,278,66,f,3
лед,S,5,1,476,3,0.0134,1243,278,4526,0,0.0132,0,0,278,76,m,1
августе,август,S,7,3,4,0.0161,978.5,126,13330,1,0.0137,1,1,490,73,f,3
севера,север,S,6,2,4,0.0214,1239,134,648,0,0.0317,0,0,280,63,f,3
сел,садиться,V,3,1,4,0.0118,1568,280,1222,0,0.0108,0,0,280,93,f,3
народ,народ,S,5,2,5,0.0157,2386,280,2518,0,0.0125,0,0,280,80,m,3
нём,он,P,3,1,5,0.0144,1181,280,20086,1,0.0152,0,0,280,66,f,3
несколько,несколько,ADV,9,3,5,0.0149,1095.5,106,6368,0,0.022,0,0,282,91,f,2
деревьям,дерево,S,8,3,3,0.0142,1009,136,12028,0,0.0241,0,0,282,83,m,2
сел,садиться,V,3,1,4,0.0167,571,282,1020,0,0.0149,0,0,282,67,f,2
гоняет,гонять,V,6,3,1,0.0167,632,282,20038,1,0.0149,0,0,282,67,f,2
сел,садиться,V,3,1,4,0.0096,962,282,1096,0,0.0088,0,0,282,114,m,1
умка,умка,S,4,2,1,0.0215,1609,282,3272,0,0.0159,0,0,282,63,f,3
через,через,PR,5,2,5,0.0148,1283,120,2466,0,0.0282,0,0,284,71,f,2
мальчики,мальчик,S,8,3,4,0.0055,898.5,152,10866,0,0.0124,0,0,284,161,m,2
берлогу,берлога,S,7,3,2,0.0157,1006,284,9474,0,0.0143,0,0,284,70,f,3
летом,лето,ADV,5,2,5,0.0146,1091,284,19634,1,0.0152,0,0,284,66,f,3
собаки,собака,S,6,3,5,0.0078,1025,284,24884,1,0.0082,0,0,284,122,f,2
бывал,быть,V,5,2,4,0.0072,1097.5,140,6008,0,0.0127,0,0,286,158,m,1
бывал,быть,V,5,2,4,0.0086,956.5,144,8718,0,0.0145,1,0,286,138,m,2
льдам,лед,S,5,2,1,0.0186,667,156,12406,1,0.0161,0,1,540,62,f,2
может,может,PART,5,2,4,0.0115,1441,286,19568,0,0.0087,0,0,286,115,m,1
лошадей,лошадь,S,7,3,5,0.0141,865,286,8722,0,0.0119,0,0,286,84,f,3
при,при,PR,3,1,5,0.0054,1118,286,37886,1,0.0058,0,0,286,171,f,1
цветов,цветы,S,6,2,4,0.0181,620,286,2242,1,0.0161,0,0,286,62,f,2
георгины,георгин,S,8,4,1,0.0181,606,286,16384,1,0.0161,0,0,286,62,f,2
ребята,ребята,S,6,3,5,0.0207,1362,286,10734,1,0.0147,0,0,286,68,f,3
собака,собака,S,6,3,5,0.0137,1232,286,5680,0,0.0132,0,0,286,76,m,1
пёс,пёс,S,3,1,3,0.0048,1445,108,53028,1,0.0041,0,0,108,244,f,1
цветов,цветы,S,6,2,4,0.0208,1439,116,2608,1,0.0294,0,0,288,68,f,3
бывал,быть,V,5,2,4,0.0077,1204,288,6732,0,0.0078,0,0,288,128,f,2
работы,работа,S,6,3,5,0.0109,1399,288,17380,0,0.0095,0,0,288,105,m,1
увидала,увидать,V,7,3,3,0.0148,1137,288,6010,0,0.0152,0,0,288,66,f,3
снова,снова,ADV,5,2,5,0.0148,1145,288,14062,0,0.0152,0,0,288,66,f,3
тёплая,теплый,A,6,3,4,0.0084,1428,288,38670,1,0.0079,0,0,288,127,f,3
подумала,подумать,V,8,4,5,0.015,943,288,6884,0,0.0141,0,0,448,71,f,2
там,там,P,3,1,5,0.0107,1225,288,11984,0,0.0088,0,0,288,113,f,1
заходит,заходить,V,7,3,4,0.0168,1147,156,7278,0,0.026,0,0,290,77,f,2
чернильницу,чернильница,S,11,4,2,0.0122,2143,290,23796,1,0.0108,0,1,450,93,f,3
пёс,пёс,S,3,1,3,0.0093,1488,290,34012,0,0.0081,0,0,290,124,f,3
небось,небось,ADV,6,2,3,0.0191,1323,290,22452,1,0.0141,0,0,290,71,f,3
детей,ребенок,S,5,2,4,0.0125,1016,290,13342,0,0.0125,0,0,290,80,f,3
бывал,быть,V,5,2,4,0.0113,927,290,3478,0,0.0097,0,0,290,103,f,3
так,так,ADV,3,1,5,0.0137,1214,290,2108,0,0.0137,0,0,290,73,m,1
путешествие,путешествие,S,11,5,4,0.0189,667,290,11988,1,0.0161,0,0,290,62,f,2
зимой,зима,ADV,5,2,5,0.0114,1961,290,23726,1,0.0105,0,0,290,95,f,2
одно,один,NUM,4,2,5,0.0114,1266,290,10000,0,0.0137,0,0,448,73,m,1
своё,свое,A,4,2,5,0.0207,1004,290,12674,0,0.0192,1,0,290,52,f,2
она,она,P,3,2,5,0.0091,1218,290,14456,0,0.0094,0,0,290,106,m,2
унесло,уносить,V,6,3,2,0.0109,1288,106,27640,1,0.0088,0,1,650,113,f,1
собака,собака,S,6,3,5,0.0062,629.5,120,368,0,0.0108,1,0,292,185,f,1
сел,садиться,V,3,1,4,0.0078,975,292,1602,0,0.0078,0,0,292,128,f,2
сел,садиться,V,3,1,4,0.0129,659,292,1390,0,0.0119,0,0,292,84,f,2
сел,садиться,V,3,1,4,0.0052,977,292,2322,0,0.0046,0,0,292,217,f,1
себе,себя,P,4,2,5,0.0158,1468,292,9990,0,0.0125,0,0,292,80,m,3
своё,свой,P,4,2,5,0.0043,1749,292,56778,0,0.0056,0,0,292,177,f,1
увидала,увидать,V,7,3,3,0.0137,1463,292,8226,0,0.0137,0,0,292,73,m,1
дикие,дикий,A,5,2,4,0.015,1259,292,5974,0,0.0139,0,0,292,72,f,1
вспомнил,вспомнить,V,8,2,5,0.0283,1161,292,744,0,0.025,0,0,292,40,f,2
одно,один,NUM,4,2,5,0.0201,1396,292,4528,0,0.0164,0,0,292,61,f,3
что,что,CON,3,1,5,0.0109,1178,292,11670,0,0.0088,0,0,292,113,f,1
лошадей,лошадь,S,7,3,5,0.0174,742,294,7122,0,0.0145,0,0,294,69,f,2
помощью,помощь,S,7,3,5,0.0245,1307,294,4010,0,0.0227,0,0,294,44,f,3
трактором,трактор,S,9,3,2,0.0054,1832,140,58758,1,0.0045,0,1,398,221,f,1
территорий,территория,S,10,4,4,0.0176,594,146,16294,1,0.029,0,0,296,69,f,2
дикие,дикий,A,5,2,4,0.005,1124,296,24146,0,0.0069,1,0,296,144,m,2
которого,который,P,8,3,5,0.0204,1670,296,6978,0,0.0159,0,0,296,63,f,3
молодые,молодой,A,7,4,5,0.0178,989,296,10096,1,0.0152,0,0,296,66,f,3
мясо,мясо,S,4,2,4,0.0085,1368,296,18040,1,0.0092,0,0,296,109,m,2
жители,житель,S,6,2,5,0.0227,1261.5,102,298,0,0.0317,1,0,298,63,f,3
себе,себя,P,4,2,5,0.0173,1229,174,10084,0,0.026,0,0,298,77,f,2
площадках,площадка,S,9,3,3,0.0141,1060,298,17060,1,0.0137,0,0,298,73,m,1
своё,свой,P,4,2,5,0.0194,631,298,11656,1,0.0161,0,0,298,62,f,2
белого,белый,A,6,3,4,0.0141,1122,298,1930,0,0.0128,0,0,298,78,m,1
льдам,лед,S,5,2,1,0.014,1480,298,17718,1,0.0137,0,0,298,73,m,1
мышка,мышка,S,5,2,3,0.0303,1076,298,7216,0,0.0278,0,0,298,36,f,2
зубах,зуб,S,5,2,4,0.0158,2339,298,2708,0,0.0128,0,0,476,78,f,3
она,она,P,3,2,5,0.0158,2220,298,10592,0,0.0128,0,0,298,78,f,3
горшок,горшок,S,6,2,2,0.016,2349,300,2318,0,0.0123,0,0,300,81,m,3
метко,метко,ADV,5,2,3,0.0178,670,300,2142,0,0.0145,1,0,300,69,f,2
медведя,медведь,S,7,3,4,0.0195,622,300,2472,0,0.0161,0,0,300,62,f,2
увидала,увидать,V,7,3,3,0.0142,1156,300,6424,0,0.0128,0,0,300,78,m,1
там,там,P,3,1,5,0.0129,978,300,9528,0,0.0093,0,0,300,107,m,2
чем,что,CON,3,1,5,0.0129,1013,300,25022,1,0.0093,0,1,1045,107,m,2
реку,река,S,4,2,4,0.0159,2363,300,2376,0,0.0128,0,0,300,78,f,3
что,что,CON,3,1,5,0.0094,1150,300,11112,0,0.0094,0,0,300,106,m,2
современный,современный,A,11,4,4,0.0179,760,160,4130,0,0.029,1,0,302,69,f,2
городских,городской,A,9,3,4,0.0147,1170,302,20998,0,0.0135,1,0,456,74,f,3
мясо,мясо,S,4,2,4,0.0113,1126,302,4832,0,0.011,0,0,302,91,f,2
себя,себя,P,4,2,5,0.0125,1440,302,6510,0,0.0098,0,0,302,102,f,3
мясо,мясо,S,4,2,4,0.0083,887,302,19930,1,0.0082,0,0,302,122,f,2
своё,свой,A,4,2,5,0.0145,1226,302,10666,0,0.0132,0,0,302,76,m,1
нём,он,P,3,1,5,0.0165,1242.5,160,18114,1,0.0125,0,1,592,80,m,3
несколько,несколько,ADV,9,3,5,0.0134,1007,166,6432,0,0.022,0,0,304,91,f,3
называется,называться,V,10,5,5,0.0254,1404,168,8084,0,0.0455,0,0,304,44,f,3
астры,астра,S,5,4,2,0.017,1001.5,180,17326,0,0.0323,0,0,304,62,f,3
молодые,молодой,A,7,4,5,0.0188,2441,184,8784,0,0.0274,0,0,304,73,m,3
ешь,есть,V,3,1,3,0.0061,1089,304,42402,0,0.0057,1,0,304,176,m,2
площадках,площадка,S,9,3,3,0.0057,1117,304,36842,1,0.0058,0,0,304,171,f,1
берлогу,берлога,S,7,3,2,0.0232,1536,304,8002,0,0.0159,0,0,304,63,f,3
своё,свой,P,4,2,5,0.0232,1412,304,11194,0,0.0159,0,0,304,63,f,3
снова,снова,ADV,5,2,5,0.0165,1276,304,13382,1,0.0125,0,0,304,80,m,3
жук,жук,S,3,1,3,0.0105,1436,304,6320,0,0.0137,0,0,304,73,m,1
собака,собака,S,6,3,5,0.0088,1292,304,7942,0,0.0092,0,0,304,109,m,2
своё,свой,A,4,2,5,0.0161,2190,304,11408,0,0.0128,0,0,304,78,f,3
осталась,оставаться,V,8,3,5,0.0218,1317,304,14780,1,0.0154,0,0,304,65,f,3
там,там,P,3,1,5,0.0065,643,132,19308,0,0.0108,0,0,306,185,f,1
человек,человек,S,7,3,5,0.0311,975,134,512,0,0.0278,1,0,134,36,f,2
несколько,несколько,ADV,9,3,5,0.0153,1481,142,8062,0,0.0222,0,0,306,90,m,3
хватается,хвататься,V,9,4,2,0.0098,1528,144,33224,0,0.0161,0,0,306,124,f,3
мясо,мясо,S,4,2,4,0.0054,1336.5,170,24660,0,0.012,0,0,306,167,m,1
сел,садиться,V,3,1,4,0.0098,1554,306,2206,0,0.0081,0,0,306,124,f,3
собака,собака,S,6,3,5,0.0114,935,306,472,0,0.011,1,0,306,91,f,2
через,через,PR,5,2,5,0.0095,1558,306,3158,0,0.0083,0,0,306,120,f,3
что,что,CON,3,1,5,0.0095,1461,306,8186,0,0.0083,0,0,446,120,f,3
другая,другой,A,6,3,5,0.0147,1198,306,7876,0,0.0132,0,0,306,76,m,1
растения,растение,S,8,4,4,0.0167,1524.5,136,12282,1,0.026,0,0,308,77,m,3
пчёлка,пчелка,S,6,2,2,0.0242,1909.5,144,9648,1,0.037,0,0,308,54,f,3
путешествие,путешествие,S,11,5,4,0.0179,969,174,15480,1,0.026,0,0,308,77,f,2
той,тот,P,3,1,5,0.0115,1096.5,206,18780,1,0.0088,0,1,626,113,f,1
бывал,быть,V,5,2,4,0.0053,1045,308,7850,0,0.0056,0,0,308,179,f,1
трактор,трактор,S,7,2,3,0.0183,768,308,4560,0,0.0145,0,0,308,69,f,2
снова,снова,ADV,5,2,5,0.0073,1454,308,35420,0,0.0059,0,0,484,169,f,1
она,она,P,3,2,5,0.005,894,308,17726,0,0.0044,0,0,308,226,f,3
собака,собака,S,6,3,5,0.0065,695,134,14150,0,0.0054,1,0,2304,185,f,1
мышку,мышка,S,5,2,3,0.0206,1392,170,14142,0,0.0328,0,0,310,61,f,1
через,через,PR,5,2,5,0.0133,1044.5,182,4046,0,0.0187,0,0,310,107,m,2
ребенок,ребенок,S,7,3,4,0.01,1439,310,24126,1,0.0081,0,0,310,124,f,3
бывал,быть,V,5,2,4,0.0055,870,310,10318,0,0.0046,0,0,310,217,f,1
собака,собака,S,6,3,5,0.0134,1036,148,10394,0,0.0187,0,0,312,107,m,2
при,при,PR,3,1,5,0.0185,743,312,13372,1,0.0145,0,1,774,69,f,2
работы,работа,S,6,3,5,0.0154,943,312,12110,0,0.0119,0,0,312,84,f,3
трещат,трещать,V,6,2,2,0.0994,910,312,1206,1,0.0833,0,0,312,12,f,2
изобрёл,изобретать,V,7,3,3,0.0302,1263,312,2088,0,0.025,0,0,312,40,f,2
так,так,P,3,1,5,0.026,1515,312,7750,0,0.0227,0,0,312,44,f,3
мышку,мышка,S,5,2,3,0.0122,1503,312,20806,0,0.0137,0,0,312,73,m,1
своё,свой,A,4,2,5,0.009,1332,312,17708,1,0.0092,0,0,312,109,m,2
собака,собака,S,6,3,5,0.0129,1456,312,6172,0,0.0098,0,0,312,102,f,3
чем,что,CON,3,1,5,0.0072,1475,312,47998,1,0.009,0,0,312,111,m,1
которого,который,P,8,3,5,0.0077,1441.5,104,336,1,0.0076,0,1,7090,132,m,1
мясо,мясо,S,4,2,4,0.0135,981,112,6052,0,0.0187,0,0,314,107,m,2
работы,работа,S,6,3,5,0.0157,1481,134,12848,0,0.0222,0,0,314,90,m,3
там,там,P,3,1,5,0.013,1403,150,8266,0,0.0098,0,0,490,102,f,3
детей,ребенок,S,5,2,4,0.0158,984,162,10686,0,0.0227,0,0,314,88,f,2
так,так,ADV,3,1,5,0.0076,1603,166,2038,0,0.0065,0,0,2262,154,f,3
другая,другой,A,6,3,5,0.0163,773.5,170,7878,0,0.0282,0,0,314,71,f,2
тракторист,тракторист,S,10,3,2,0.0176,1849,184,16140,1,0.025,0,1,4019,80,m,3
медведя,медведь,S,7,3,4,0.0191,2801,314,2246,0,0.0156,1,0,314,64,m,3
шуба,шуба,S,4,2,3,0.0148,990,314,21866,1,0.0128,0,1,1394,78,m,1
семена,семена,S,6,3,4,0.0164,1306,314,2308,1,0.0141,0,0,314,71,m,1
при,при,PR,3,1,5,0.0198,1394.5,116,13390,0,0.012,1,0,116,83,f,3
лед,S,5,1,476,3,0.0241,1566,168,3584,0,0.0317,0,0,316,63,f,3
ребенок,ребенок,S,7,3,4,0.014,820,316,17026,1,0.0119,0,0,316,84,f,2
может,может,PART,5,2,4,0.0058,1154,316,37666,0,0.0061,0,0,316,164,m,1
бывал,быть,V,5,2,4,0.0083,2246,316,7962,0,0.0074,0,0,316,135,f,2
летом,лето,ADV,5,2,5,0.0206,607,316,14568,1,0.0161,0,0,316,62,f,2
девочки,девочка,S,7,3,5,0.0171,1125,316,702,1,0.013,0,0,316,77,m,3
мышку,мышка,S,5,2,3,0.0278,2225,160,9906,1,0.0227,0,1,638,44,f,3
горшок,горшок,S,6,2,2,0.016,1039,318,1792,0,0.0114,0,0,318,88,f,2
своё,свой,P,4,2,5,0.0164,1355,318,15226,0,0.0152,0,0,318,66,f,3
тёплая,теплый,A,6,3,4,0.0193,1983,318,17044,1,0.0156,0,0,318,64,m,3
одно,один,NUM,4,2,5,0.022,1694,318,5022,0,0.0159,0,0,428,63,f,3
хозяйстве,хозяйство,S,9,3,4,0.016,1703.5,148,14186,0,0.0222,0,0,320,90,m,3
берлогу,берлога,S,7,3,2,0.0174,1507,320,10308,0,0.0125,0,0,320,80,m,3
своё,свой,P,4,2,5,0.0174,868,320,14126,1,0.0128,0,0,320,78,f,3
помощью,помощь,S,7,3,5,0.0225,1263,320,8744,0,0.0161,0,0,320,62,m,1
весной,весна,ADV,6,2,5,0.0085,1059,320,712,0,0.0078,0,0,320,129,m,1
лед,S,5,1,476,3,0.0229,1200,320,3134,0,0.0154,0,0,320,65,f,3
было,быть,V,4,2,5,0.0101,1048,320,23476,1,0.0094,0,0,320,106,m,2
нём,он,P,3,1,5,0.0187,997.5,114,19312,1,0.013,0,1,486,77,f,2
управляют,управлять,V,9,4,3,0.0079,1328.5,116,19444,0,0.0076,1,0,116,132,m,1
ребенок,ребенок,S,7,3,4,0.0171,2121.5,158,14842,1,0.0123,1,1,708,81,m,3
человек,человек,S,7,3,5,0.0226,1103.5,188,470,0,0.0323,1,0,322,62,m,1
