modern_name,old_name_sep,id
"Руссов, С. В.","Руссовъ, С. В.",332
"Рыбаков, Д. М.","Рыбаковъ, Д. М.",1394
"Рыбушкин, М. С.","Рыбушкинъ, М. С.",334
"Рыкачев, М.","Рыкачевъ, М.",906
"Рыкачев, М. А.","Рыкачевъ, М. А.",2119
"Рыкачев, Н. А.","Рыкачевъ, Н. А.",690
"Рыкачев, Н. А.","Рыкачевъ, Н. А.",690
"Рычков, В. Д.","Рычковъ, В. Д.",884
"Рычков, В. Д.","Рычковъ, В. Д.",1011
"Рычков, В. Л.","Рычковъ, В, Л.",1308
"Рюмин, В.","Рюминъ, В.",551
"Рюмин, М. В.","Рюминъ, М. В.",1575
"Рюмин, М. В.","Рюминъ, М. В.",1792
"Рясенцев, А. А.","Рясенцевъ, А. А.",2412
С. Е.,С. Е.,365
"Сабанеев, А. П. проф.","Сабанѣевъ, А. П., проф.",1338
"Сабанеев, Л. П.","Сабанѣевъ, Л. П.",1162
"Сабанеев, Л. П.","Сабанѣевъ, Л. П.",1176
"Сабанеев, Л. П.","Сабанѣевъ, Л. П.",1338
"Сабанеев, Л. П.","Сабанѣевъ, Л. П.",1946
"Сабанеев, Л. П.","Сабанѣевъ, Л. П.",2182
"Сабашникова, А. В.","Сабашникова, А. В.",1776
"Сабинин, А. Х.","Сабининъ, А. Х.",1891
"Сабинин, А. Х.","Сабининъ, А. Х.",1891
"Савваитов, П.","Савваитовъ, П.",691
"Савельев, А. В.","Савельевъ, А. В.",907
"Савельев, П. С.","Савельевъ, П. С.",492
"Савельев, П. С.","Савельевъ, П. С.",500
"Савельев, П. С.","Савельевъ, П. С.",575
"Савицкая, А. П.","Савицкая, А. П.",1809
Савицкий,Савицкій,2799
"Савич, А. Ф.","Савичъ, А. Ф.",1261
"Савич, Н.","Савичъ, Н.",719
"Савич, Н. Ф.","Савичъ, Н. Ф.",1082
"Савич, Н. Ф.","Савичъ, Н. Ф.",1120
"Савич, Н. Ф.","Савичъ, Н. Ф.",1261
"Савостицкий, Н. Г.","Савостицкій, Н. Г.",2068
"Савурский, А. А.","Савурскій, А. А.",547
"Саговский, В. В.","Саговскій, В. В.",1861
"Садовников, Н.","Садовниковъ, Н.",1274
"Садовский, А.","Садовскій, А.",1434
"Сазонов, Г. П.","Сазоновъ, Г. П.",2768
"Сакс, В. Э.","Саксъ, В. Э.",2167
"Салиас-де-Турнемир, Е. А., граф","Саліасъ-де-Турнемиръ, Е. А., графъ",3
Салиас-Турнемир,Саліасъ-Турнемиръ,1502
"Салманов, П. А.","Салмановъ, П. А.",673
"Салтыков, Б. Н.","Салтыковъ, Б. Н.",2616
"Салтыков, Б. Н.","Салтыковъ, Б. Н.",2807
"Салтыков, Г. П.","Салтыковъ, Г. П.",2539
"Салтыков, Г. С., граф","Салтыковъ, Г. С., графъ",134
"Салтыков, М. Е.","Салтыковъ, М. Е.",429
"Сальмонович, П.","Сальмоновичъ, П.",1592
"Самарин, Д.","Самаринъ, Д.",1511
"Самарин, Д. И.","Самаринъ, Д. И.",1104
"Самбросов, П. В.","Самбросовъ, П. В.",2584
"Самойлов, П.","Самойловъ, П.",1570
"Сандунов, Н. Н.","Сандуновъ, Н. Н.",134
"Санковский, В. Д.","Санковскій, В. Д.",13
"Санковский, В. Д.","Санковскій, В. Д.",71
"Санковский, В. Д.","Санковскій, В. Д.",73
"Санковский, В. Д.","Санковскій, В. Д.",308
"Сапиенца, П.","Сапіенца, П.",1036
"Сарачева-Фрейберг, Е. В.","Сарачева-Фрейбергъ, Е. В.",1465
"Сарачева, Е. В.","Сарачева, Е. В.",1465
"Саргин, Д. И.","Саргинъ, Д. И.",2155
"Сарычев, Г. Д.","Сарычевъ, Г. Д.",2305
"Сарычева, Н. В.","Сарычева, Н. В.",2293
"Сарычева, Н. В.","Сарычева, Н. В.",2445
"Саутали, В.","Саутали, В.",2068
"Сафонова, Е. Ф.","Сафонова, Е. Ф.",320
"Сафонова, Е. Ф.","Сафонова, Е. Ф.",1108
"Сахаров, И. П.","Сахаровъ, И. П.",501
"Сахаров, М. С.","Сахаровъ, М. С.",1822
"Сахарова, В. И.","Сахарова, В. І.",1202
"Сваричевский, В.","Сваричевскій, В.",2490
"Светлов, Г. И.","Свѣтловъ, Г. И.",1063
"Светушкин, А.","Свѣтушкинъ, А.",6
"Светушкин, А.","Свѣтушкинъ, А.",87
"Светушкин, А.","Свѣтушкинъ, А.",91
"Свешников, С. С.","Свѣшниковъ, С. С.",2661
"Свинкин, Н. И.","Свинкинъ, Н. И.",1482
"Свиньин, П.","Свиньинъ, П.",252
"Свиньин, П. П.","Свиньинъ, П. П.",235
"Святловский, В. В.","Святловскій, В. В.",693
"Святловский, В. В.","Святловскій, В. В.",2666
"Святловский, Е.","Святловскій, Е.",1936
"Святловский, Е.","Святловскій, Е.",2217
"Святловский, Е. В.","Святловскій, Е. В.",1456
"Сгибнев, А. С.","Сгибневъ, А. С.",531
"Себера, А.","Себера, А.",1361
Севастьянов,Севастьяновъ,952
"Севастьянов, Д. А.","Севастьяновъ, Д. А.",2150
"Севастьянов, С. Г.","Севастьяновъ, С. Г.",1598
"Севастьянов, С. Г.","Севастьяновъ, С. Г.",1673
"Севастьянов, С. Г.","Севастьяновъ, С. Г.",1703
"Севергин, В. М., академ.","Севергинъ, В. М., академ.",141
"Селезнев, В. Н.","Селезневъ, В. Н.",1392
"Селезнев, В. Н.","Селезневъ, В. Н.",1490
"Селезнева, Е. М.","Селезнева, Е. М.",1392
"Селиванов, А. В.","Селивановъ, А. В.",1715
"Селиванов, Н. Ф.","Селивановъ, Н. Ф.",3
"Селиверстов, Л. К.","Селиверстовъ, Л. К.",2127
"Селиверстов, П. К.","Селиверстовъ, П. К.",2193
"Селиверстов, П. К.","Селиверстовъ, П. К.",2430
"Сельский, И. С.","Сельскій, И. С.",531
"Семевская, Е. М.","Семевская, Е. М.",1050
"Семевский, В. А.","Семевскій, В. А.",1050
"Семевский, М. И.","Семевскій, М. И.",1050
"Семен, А.","Семенъ, А.",363
"Семен, А.","Семенъ, А.",456
"Семенов, А. П.","Семеновъ, А. П.",706
"Семенов, А. П.","Семеновъ, А. П.",2479
"Семенов, Д. П.","Семеновъ, Д. П.",908
"Семенов, М. Н.","Семеновъ, М. Н.",2348
"Семенов, П.","Семеновъ, П.",906
"Семенова-Сентяпина, Н. А.","Семенова-Сентяпина, Н. А.",1252
"Семенова, Н. А.","Семенова, Н. А.",1252
"Семеновский, А. И.","Семеновскій, А. И.",2123
"Семеновский, А. И.","Семеновскій, А. И.",2123
"Сементовский, Н.","Сементовскій, Н.",540
"Сементовский, Н.","Сементовскій, Н.",1003
"Сементовский, Р. И.","Сементовскій, Р. И.",1042
"Сементовский, Р. И.","Сементовскій, Р. И.",2346
"Семко-Савойский, С. Л.","Семко-Савойскій, С. Л.",1981
"Семчевский, В. Н.","Семчевскій, В. Н.",1836
"Сенигов, Н. П.","Сениговъ, Н. П.",1789
"Сенковский, О. И.","Сенковскій, О. И.",206
"Сенковский, О. И.","Сенковскій, О. И.",565
"Сент-Илер, К. А.","Сентъ-Илеръ, К. А.",1255
"Сент-Илер, К. К.","Сентъ-Илеръ, К. К.",1056
"Сентяпина, Н. А.","Сентяпина, Н. А.",1252
"Сеньковский, Н. А.","Сеньковскій, Н. А.",647
"Сеньковский, О. И.","Сеньковскій, О. И.",349
"Серафим, арх.","Серафимъ, арх.",2101
"Сергеев, А.","Сергѣевъ, А.",2322
"Сергеев, А.","Сергѣевъ, А.",2322
"Сергеев, А. С.","Сергѣевъ, А. С.",2143
"Сергеев, А. С.","Сергѣевъ, А. С.",2451
"Сергеев, А. С.","Сергѣевъ, А. С.",2534
"Сергеевский, Н. Д.","Сергѣевскій, Н. Д.",2089
"Сергеевский, Н. Д.","Сергѣевскій, Н. Д.",2410
"Сергиевский, Н. А., св.","Сергіевскій, Н. А., св.",656
Сердюков,Сердюковъ,14
"Серебреников, В. П.","Серебрениковъ, В. П.",2005
"Серебренников, А. С.","Серебренниковъ, А. С.",951
"Серебренников, А. С.","Серебренниковъ, А. С.",1001
"Серебренников, А. С.","Серебренниковъ, А. С.",1092
"Серебренников, А. С.","Серебренниковъ, А. С.",1123
"Серов, А. Н.","Сѣровъ, А. Н.",914
"Серова, В. С.","Сѣрова, В. С.",914
"Сестрженцев-Богуш, Б. И.","Сестрженцевъ-Богушъ, Б. И.",320
"Сестрженцев-Богуш, Б. И.","Сестрженцевъ-Богушъ, Б. И.",1071
"Сибиряков, И. М.","Сибиряковъ, И. М.",1989
"Сибиряков, К. М.","Сибиряковъ, К. М.",1349
"Сигал, Г. М.","Сигалъ, Г. М.",2525
"Сигунов, А. П.","Сигуновъ, А. П.",909
"Сидорский, И. П.","Сидорскій, И. П.",1864
"Сикевич, В.","Сикевичъ, В.",812
"Сикорский, И. А.","Сикорскій, И. А.",2464
"Силинич, И. П.","Силиничъ, И. П.",1822
"Силицкий, И.","Силицкій, И.",475
"Сильвестров, С. В.","Сильвестровъ, С. В.",1154
"Симашко, полк.","Симашко, полк.",1155
"Симашко, Ю.","Симашко, Ю.",1091
"Сименов, Д. Д.","Сименовъ, Д. Д.",988
"Симонов, А. М.","Симоновъ, А. М.",1365
"Симонов, Л.","Симоновъ, Л.",844
"Симонов, Л. Н.","Симоновъ, Л. Н.",996
"Симонович, А.","Симоновичъ, А.",874
"Симсон, Э.","Симсонъ, Э.",2564
"Синебрюхов, К. Т.","Синебрюховъ, К. Т.",2387
"Синицин, А. П.","Синицинъ, А. П.",1745
"Синявский, Е. И.","Синявскій, Е. И.",2012
"Сиповский, В. В.","Сиповскій, В. В.",2195
"Сиповский, В. Д.","Сиповскій, В. Д.",1159
"Сиповский, В. Д.","Сиповскій, В. Д.",1235
"Сипягин, генер.","Сипягинъ, генер.",239
"Сиротинин, В. Н.","Сиротининъ, В. Н.",2027
"Сиротинин, В. Н.","Сиротининъ, В. Н.",2027
"Сиряков, И. И.","Сиряковъ, И. И.",204
"Ситовский, Н.","Ситовскій, Н.",524
"Ситовский, Н. П.","Ситовскій, Н. П.",952
"Сихра, А. О.","Сихра, А. О.",305
"Скабаланович, Н.","Скабалановичъ, Н.",1223
"Скалозубов, Н.","Скалозубовъ, Н.",2448
"Скалон, В. Ю.","Скалонъ, В. Ю.",14
"Скалон, В. Ю.","Скалонъ, В. Ю.",1478
"Скальковский, А.","Скальковскій, А.",444
"Скальковский, К.","Скальковскій, К.",1136
"Скальковский, П. А.","Скальковскій, П. А.",951
"Скарятин, В. Д.","Скарятинъ, В. Д.",757
"Скачков, А.","Скачковъ, А.",542
"Скачков, А.","Скачковъ, А.",678
"Скворцов, А.","Скворцовъ, А.",1151
"Скворцов, В. К.","Скворцовъ, В. К.",698
"Скворцов, В. М.","Скворцовъ, В. М.",2505
"Скворцов, И.","Скворцовъ, И.",1006
"Скворцов, И. В.","Скворцовъ, И. В.",1668
"Скворцов, И. В.","Скворцовъ, И. В.",1820
"Скворцов, И. В.","Скворцовъ, И. В.",1933
"Скворцов, И. В.","Скворцовъ, И. В.",2373
"Скворцов, И. В.","Скворцовъ, И. В.",2427
"Скворцов, И. В.","Скворцовъ, И. В.",2512
"Скворцов, Н.","Скворцовъ, Н.",1025
"Скворцов, Н. С.","Скворцовъ, Н. С.",815
"Скворцов, П.","Скворцовъ, П.",982
"Скиада, М.","Скіада, М.",954
Скибиневская,Скибиневская,1416
"Склабинский, В.","Склабинскій, В.",1976
"Склабинский, В. И.","Склабинскій, В. И.",868
"Склабинский, В. И.","Склабинскій, В. И.",868
"Склабовский, А. В.","Склабовскій, А. В.",283
"Склифасовский, П. Т.","Склифасовскій, П. Т.",1214
"Склифосовский, Н. В.","Склифосовскій, Н. В.",1446
"Склифосовский, Н. В.","Склифосовскій, Н. В.",2151
"Склифосовский, Н. В.","Склифосовскій, Н. В.",2502
Сколопендра,Сколопендра,2546
"Скорятин, В. Д.","Скорятинъ, В. Д.",740
"Скроботов, Н. А.","Скроботовъ, Н. А.",812
"Скрыльников, В. Т.","Скрыльниковъ, В. Т.",2006
"Скульский, А. В.","Скульскій, А. В.",1104
"Скурхович, К. В.","Скурховичъ, К. В.",1463
"Скурхович, К. В.","Скурховичъ, К. В.",1827
"Скурхович, К. В.","Скурховичъ, К. В.",2520
"Славинский, Н. Е.","Славинскій, Н. Е.",1948
"Славянский, К. Ф.","Славянскій, К. Ф.",1567
"Славянский, К. Ф.","Славянскій, К. Ф.",1807
"Славянский, К. Ф.","Славянскій, К. Ф.",1878
"Славянский, К. Ф.","Славянскій, К. Ф.",1878
"Славянский, К. Ф.","Славянскій, К. Ф.",2096
"Сладков, М. С.","Сладковъ, М. С.",2613
"Слезкин, П. Р.","Слезкинъ, П. Р.",1673
"Слепцов, А. А.","Слѣпцовъ, А. А.",2348
"Слепцов, А. А.","Слѣпцовъ, А. А.",2729
"Слепцова, М. Н.","Слѣпцова, М. Н.",2729
"Сливинский, Н. Е.","Сливинскій, Н. Е.",1166
"Сливицкий, И.","Сливицкій, И.",475
"Сливицкий, С.","Сливицкій, С.",475
"Слинко, Н. П.","Слинко, Н. П.",2047
"Слиозберг, Г. Б.","Сліозбергъ, Г. Б.",2710
"Случевский, К. П.","Случевскій, К. П.",1005
"Смельницкий, В. Н.","Смѣльницкій, В. Н.",2306
"Смирдин, А.","Смирдинъ, А.",585
"Смирдин, А. Ф.","Смирдинъ, А. Ф.",206
"Смирдин, А. Ф.","Смирдинъ, А. Ф.",349
"Смирнов-Платонов, Г. П., свящ.","Смирновъ-Платоновъ, Г. П., свящ.",656
"Смирнов-Платонов, Г. П., свящ.","Смирновъ-Платоновъ, Г. П., свящ.",1737
"Смирнов, А. И.","Смирновъ, А. И.",1393
"Смирнов, А. И.","Смирновъ, А. И.",1448
"Смирнов, А. И.","Смирновъ, А. И.",2808
"Смирнов, Г.","Смирновъ, Г.",1801
"Смирнов, Е. Т.","Смирновъ, Е. Т.",2521
"Смирнов, И.","Смирновъ, И.",867
"Смирнов, И.","Смирновъ, И.",1082
"Смирнов, И. И.","Смирновъ, И. И.",1267
"Смирнов, И. И.","Смирновъ, И. И.",1296
"Смирнов, И. Н.","Смирновъ, И. Н.",1324
"Смирнов, М. Е.","Смирновъ, М. Е.",2580
"Смирнов, М. П.","Смирновъ, М. П.",1314
"Смирнов, П. С.","Смирновъ, П. С.",2120
"Смирнов, С.","Смирновъ, С.",579
"Смирнов, С. И.","Смирновъ, С. И.",216
"Смолеев, М. П.","Смолѣевъ, М. П.",779
"Смоленский, П. О.","Смоленскій, П. О.",1181
"Смоленский, П. О.","Смоленскій, П. О.",1456
"Смоленский, П. О.","Смоленскій, П. О.",1911
"Смолина, Е.","Смолина, Е. Ѳ.",621
"Смольский, И. И.","Смольскій, И. И.",1878
"Сморгунер, А. А.","Сморгунеръ, А. А.",2672
"Смышляев, Д.","Смышляевъ, Д.",618
"Смышляев, Д.","Смышляевъ, Д.",1129
"Снегирев, Л. Л.","Снегиревъ, Л. Л.",2840
"Снегирев, Л. Ф.","Снѣгиревъ, Л. Ѳ.",2681
"Снегирев, М. М.","Снѣгиревъ, М. М.",74
"Снегирев, М. М.","Снѣгиревъ, М. М.",83
"Снежко-Блоцкий, А. Ф.","Снѣжко-Блоцкій, А. Ф.",607
"Сниткин, И. Г.","Сниткинъ, И. Г.",1550
"Сниткин, И. М.","Сниткинъ, И. М.",256
"Снятиновский, В.","Снятиновскій, В.",93
"Собичевский, В. Т.","Собичевскій, В. Т.",1134
"Собичевский, В. Т.","Собичевскій, В. Т.",1325
"Собичевский, В. Т.","Собичевскій, В. Т.",1811
"Собко, Н. П.","Собко, Н. П.",1615
"Собко, Н. П.","Собко, Н. П.",1654
Соболев,Соболевъ,1069
"Соболевский, А. И.","Соболевскій, А. И.",1404
"Соболевский, В. М.","Соболевскій, В. М.",815
"Соболевский, В. М.","Соболевскій, В. М.",815
"Советов, А. В.","Совѣтовъ, А. В.",14
"Соедов, Н. Н.","Соѣдовъ, Н. Н.",621
"Соедов, Н. Н.","Соѣдовъ, Н. Н.",1584
"Соедов, Н. Н.","Соѣдовъ, Н. Н.",2049
"Соедова, А. А.","Соѣдова, А. А.",261
"Сойкин, П. П.","Сойкинъ, П. П.",1768
"Сойкин, П. П.","Сойкинъ, П. П.",1816
"Сойкин, П. П.","Сойкинъ, П. П.",1816
"Сойкин, П. П.","Сойкинъ, П. П.",1841
"Сойкин, П. П.","Сойкинъ, П. П.",1937
"Сойкин, П. П.","Сойкинъ, П. П.",2040
"Сойкин, П. П.","Сойкинъ, П. П.",2058
"Сойкин, П. П.","Сойкинъ, П. П.",2325
"Сойкин, П. П.","Сойкинъ, П. П.",2345
"Сокальский, И. П.","Сокальскій, И. П.",1590
"Сокальский, Н. П.","Сокальскій, Н. П.",304
"Сокальский, П. П.","Сокальскій, П. П.",304
"Сокальский, П. П.","Сокальскій, П. П.",444
"Соковников, Н. М.","Соковниковъ, Н. М.",998
"Соковнин, Н.","Соковнинъ, Н.",1343
"Соколинский, Н. А.","Соколинскій, Н. А.",1482
"Соколинский, Н. А.","Соколинскій, Н. А.",1922
Соколов,Соколовъ,444
"Соколов, А. 1","Соколовъ, А.",1052
"Соколов, А. 2","Соколовъ, А.",882
"Соколов, А. 3","Соколовъ, А.",812
"Соколов, А. А.","Соколовъ, А. А.",1399
"Соколов, В. А.","Соколовъ, В. А.",2164
"Соколов, В. И.","Соколовъ, В. И.",1646
"Соколов, В. Н.","Соколовъ, В. Н.",441
"Соколов, В. Н.","Соколовъ, В. Н.",2282
"Соколов, Д.","Соколовъ, Д.",598
"Соколов, И. И.","Соколовъ, И. И.",1625
"Соколов, И. И.","Соколовъ, И. И.",2092
"Соколов, И. О.","Соколовъ, И. О.",2375
"Соколов, И. С.","Соколовъ, И. С.",2356
"Соколов, Н.","Соколовъ, Н.",629
"Соколов, Н.","Соколовъ, Н.",858
"Соколов, Н. А.","Соколовъ, Н. А.",2804
"Соколов, Н. И.","Соколовъ, Н. И.",2027
"Соколов, Н. К.","Соколовъ, Н. К.",845
"Соколов, Н. С.","Соколовъ, Н. С.",1832
"Соколов, Н. С.","Соколовъ, Н. С.",1964
"Соколов, П. Ф.","Соколовъ, П. Ѳ.",1670
"Соколов, С. И.","Соколовъ, С. И.",1639
"Соколов, Ф. А.","Соколовъ, Ѳ. А.",2863
"Соколова, А.","Соколова, А.",1219
"Соколова, Е. С.","Соколова, Е. С.",1978
"Соколовский, Д. А.","Соколовскій, Д. А.",995
"Соколовский, Д. А.","Соколовскій, Д. А.",1619
"Соколовский, Н. М.","Соколовскій, Н. М.",1427
"Соколовский, Н. М.","Соколовскій, Н. М.",2056
"Соколовский, П. А.","Соколовскій, П. А.",907
"Соколовский, П. А.","Соколовскій, П. А.",995
"Соколовский, П. А.","Соколовскій, П. А.",2072
"Соколовский, С. И.","Соколовскій, С. И.",2245
"Соллогуб, А. В.","Соллогубъ, А. В.",1622
"Соллогуб, В. А., граф","Соллогубъ, В. А., графъ",507
"Соллогуб, Н.","Соллогубъ, Н.",1613
"Солнцев, И. К.","Солнцевъ, И. К.",2116
"Соловейчик, Е.","Соловейчикъ, Е.",703
"Соловьев, А.","Соловьевъ, А.",1324
"Соловьев, А. Н.","Соловьевъ, А. Н.",1214
"Соловьев, А. Н.","Соловьевъ, А. Н.",2161
"Соловьев, А. Т.","Соловьевъ, А. Т.",1843
"Соловьев, А. Т.","Соловьевъ, А. Т.",2478
"Соловьев, В.","Соловьевъ, В.",2025
"Соловьев, В. С.","Соловьевъ, В. С.",1963
"Соловьев, Н. И.","Соловьевъ, Н. И.",2725
"Соломка, И. А.","Соломка, И. А.",912
"Соломкин, С. Д.","Соломкинъ, С. Д.",2504
"Соломон, А. П.","Соломонъ, А. П.",3
"Солонина, П. Н.","Солонина, П. Н.",1031
"Солоницын, В. А.","Солоницынъ, В. А.",349
"Солярский, Ф.","Солярскій, Ф.",1137
"Сомов, А.","Сомовъ, А.",592
"Сомов, А. И.","Сомовъ, А. И.",1615
"Сомов, А. И.","Сомовъ, А. И.",1654
"Сомов, П.","Сомовъ, П.",1020
"Сонин, Н.","Сонинъ, Н.",1020
"Соргин, Д. И.","Соргинъ, Д. И.",2222
"Сорокин, В.","Сорокинъ, В.",1006
"Сорокин, И. М.","Сорокинъ, И. М.",1487
"Сорокин, И. М.","Сорокинъ, И. М.",1738
"Сорокин, Н.","Сорокинъ, Н.",1006
"Софроний, Иер.","Софроній, Іер.",1899
"Сохацкий, П. А.","Сохацкій, П. А.",6
"Сохацкий, П. А.","Сохацкій, П. А.",85
"Сохацкий, П. А.","Сохацкій, П. А.",101
"Сохацкий, П. А.","Сохацкій, П. А.",115
"Сохацкий, П. А.","Сохацкій, П. А.",172
"Спасский, А.","Спасскій, А.",2164
"Спасский, Г. И.","Спасскій, Г. И.",253
"Спасский, Г. И.","Спасскій, Г. И.",284
"Спасский, М. Ф.","Спасскій, М. Ѳ.",516
"Спенглер, А. Э.","Спенглеръ, А. Э.",1891
"Сперанский, М. М.","Сперанскій, М. М.",1427
"Сперанский, М. М.","Сперанскій, М. М.",2056
"Сперанский, М. Н.","Сперанскій, М. Н.",2408
"Спиллер, А. И.","Спиллеръ, А. И.",1779
"Спиридов, Г. Г.","Спиридовъ, Г. Г.",1801
"Спиро, С.","Спиро, С.",1940
"Спичаков, Л. А.","Спичаковъ, Л. А.",1278
"Спичаков, Л. А.","Спичаковъ, Л. А.",1341
"Спичаков, Л. А.","Спичаковъ, Л. А.",1435
"Спримон, В. Ф.","Спримонъ, В. Ф.",1186
"Срезневский, Б. И.","Срезневскій, Б. И.",2251
"Срезневский, В. И.","Срезневскій, В. И.",840
"Срезневский, В. И.","Срезневскій, В. И.",909
"Срезневский, В. И.","Срезневскій, В. И.",1447
"Срезневский, В. И.","Срезневскій, В. И.",1448
"Срезневский, В. И.","Срезневскій, В. И.",2439
"Срезневский, И. И.","Срезневскій, И. И.",509
"Срезневский, И. И.","Срезневскій, И. И.",518
"Срезневский, И. И.","Срезневскій, И. И.",909
"Сталинский, Е.","Сталинскій, Е.",1357
"Сталинский, Е. С.","Сталинскій, Е. С.",475
"Сталинский, Е. С.","Сталинскій, Е. С.",954
"Сталинский, Е. С.","Сталинскій, Е. С.",1569
"Станюкович, А.","Станюковичъ, А.",523
"Станюкович, А.","Станюковичъ, А.",556
"Станюкович, А.","Станюковичъ, А.",627
"Станюкович, А.","Станюковичъ, А.",698
"Станюкович, К.","Станюковичъ, К.",901
"Станюкович, М.","Станюковичъ, М.",556
"Станюкович, М.","Станюковичъ, М. (г-жа)",523
"Старков, А.","Старковъ, А.",1742
"Старков, А. П.","Старковъ, А. П.",1689
"Старков, А. П.","Старковъ, А. П.",1689
"Старцев, А. Д.","Старцевъ, А. Д.",1989
"Старцев, Е.","Старцевъ, Е.",1482
"Старчевский, А.","Старчевскій, А.",1012
"Старчевский, А. А.","Старчевскій, А. А.",1133
"Старчевский, А. А.","Старчевскій, А. А.",1396
"Старчевский, А. В.","Старчевскій, А. В.",349
"Старчевский, А. В.","Старчевскій, А. В.",537
"Старчевский, А. В.","Старчевскій, А. В.",1388
"Старчевский, А. В.","Старчевскій, А. В.",1526
"Старчевский, А. В.","Старчевскій, А. В.",1601
"Стасов, В. В.","Стасовъ, В. В.",515
"Стасюлевич, М.","Стасюлевичъ, М.",1503
"Стасюлевич, М. М.","Стасюлевичъ, М. М.",872
"Стахеев, Д.","Стахѣевъ, Д.",535
"Стахеев, Д.","Стахѣевъ, Д.",1042
"Стахеев, Д.","Стахѣевъ, Д.",1089
Стебницкий,"Стебницкій, І. И.",307
Стебницкий,"Стебницкій, І. И.",371
Стебницкий,"Стебницкій, І. И.",371
Стебницкий,"Стебницкій, І. И.",906
Стебницкий,"Стебницкій, І. И.",906
"Стебут, И. А.","Стебутъ, И. А.",1009
"Стелловский, Ф. Т.","Стелловскій, Ѳ. Т.",532
"Стелловский, Ф. Т.","Стелловскій, Ѳ. Т.",569
"Стелловский, Ф. Т.","Стелловскій, Ѳ. Т.",624
"Стелловский, Ф. Т.","Стелловскій, Ѳ. Т.",772
"Стелловский, Ф. Т.","Стелловскій, Ѳ. Т.",791
"Степанов, А. В.","Степановъ, А. В.",1529
"Степанов, А. В.","Степановъ, А. В.",1685
"Степанов, А. П.","Степановъ, А. П.",1809
"Степанов, Н. А.","Степановъ, Н. А.",549
"Степанов, Н. А.","Степановъ, Н. А.",606
"Степанов, Н. А.","Степановъ, Н. А.",831
"Степанов, Н. П.","Степановъ, Н. П.",1470
"Степанов, С.","Степановъ, С.",1448
"Степанович, А.","Степановичъ, А. І.",2559
"Стефанович, П.","Стефановичъ, П.",1943
"Стефановский, П.","Стефановскій, П.",2144
"Стечкин, Н. Я.","Стечкинъ, Н. Я.",2507
"Столетов, А.","Столѣтовъ, А.",1446
"Столпянский, Н.","Столпянскій, Н.",1139
"Стольпе, К. В.","Стольпе, К. В.",2116
"Стольпе, К. В.","Стольпе, К. В.",2116
"Стопановский, М. М.","Стопановскій, М. М.",812
"Стопинский, Н. И.","Стопинскій, Н. І.",2687
"Сторожевский, Б. Н.","Сторожевскій, Б. Н.",1501
"Стоюнин, В. Я.","Стоюнинъ, В. Я.",624
"Стоянов, А. Н.","Стояновъ, А. Н.",1527
"Страхов, Н. И.","Страховъ, Н. И.",86
"Страхов, Н. Н.","Страховъ, Н. Н.",1625
"Страховский, С.","Страховскій, С.",2235
"Страховский, С.","Страховскій, С.",2291
"Стрекалова, А.","Стрекалова, А.",1706
"Стрекалова, А. Н.","Стрекалова, А. Н.",1204
"Стрельченко, А. Н.","Стрѣльченко, А. Н.",2387
"Стрешнев, П.","Стрѣшневъ, П.",728
"Стрижов, Н.","Стрижовъ, Н.",1809
"Строганов, Н. А.","Строгановъ, Н. А.",2223
"Строев, П. М.","Строевъ, П. М.",227
"Стромилов, Н.","Стромиловъ, Н.",3
"Стромилов, Н.","Стромиловъ, Н.",1089
"Струбинский, В.","Струбинскій, В.",658
"Струбинский, В.","Струбинскій, В.",699
"Струговщиков, А. Н.","Струговщиковъ, А. Н.",368
"Струговщиков, А. Н.","Струговщиковъ, А. Н.",980
"Струков, Д.","Струковъ, Д.",593
"Струков, И. И.","Струковъ, И. И.",1460
"Студенецкий, А.","Студенецкій, А.",1566
"Студитский, Ф.","Студитскій, Ѳ.",769
"Субботин, А. П.","Субботинъ, А. П.",1791
"Субботин, А. П.","Субботинъ, А. П.",2385
"Субботин, М. Ф., проф.","Субботинъ, М. Ѳ., проф.",1107
"Субботин, Н. И.","Субботинъ, Н. И.",1203
"Субботин, Н. И.","Субботинъ, Н. И.",1611
"Субботин, П.","Субботинъ, П.",882
"Суворин, А. А.","Суворинъ, А. А.",964
"Суворин, А. С.","Суворинъ, А. С.",964
"Суворин, А. С.","Суворинъ, А. С.",1364
"Суворин, А. С.","Суворинъ, А. С.",1422
"Суворин, А. С.","Суворинъ, А. С.",1645
"Суворин, А. С.","Суворинъ, А. С.",2388
"Суворов, А.","Суворовъ, А.",1129
"Судаков, А. И.","Судаковъ, А. И.",1456
"Судаков, А. И.","Судаковъ, А. И.",1990
"Сукачев, В. П.","Сукачевъ, В. П.",1817
"Султанов, В. Г.","Султановъ, В. Г.",2159
"Сумароков, А. П.","Сумароковъ, А. П.",8
"Сумароков, П. П.","Сумароковъ, П. П.",82
"Сумароков, П. П.","Сумароковъ, П. П.",97
"Сумароков, П. П.","Сумароковъ, П. П.",123
"Сумароков, П. П.","Сумароковъ, П. П.",124
"Сумцов, Н. Ф.","Сумцовъ, Н. Ф.",2280
"Сунгуров, И. Г.","Сунгуровъ, И. Г.",2375
"Супонев, А.","Супоневъ, А.",812
"Супонев, А. Н.","Супоневъ, А. Н.",1565
"Супонев, А. Н.","Супоневъ, А. Н.",1713
